Imbalance settlement period (CET);Imbalance Price [EUR/MWh];Situation;Day-ahead Price [EUR/MWh] ;;;;;;
2020-01-01 00:00:00;24,92;Surplus;41,88;OK;0;;;;Surplus
2020-01-01 01:00:00;53,592;Deficit;38,6;OK;0;;;;
2020-01-01 02:00:00;48,05333333;Deficit;36,55;OK;0;;;;
2020-01-01 03:00:00;42,87333333;Deficit;32,32;OK;0;;;;
2020-01-01 04:00:00;40,772;Deficit;30,85;OK;0;;;;
2020-01-01 05:00:00;39,73066667;Deficit;30,14;OK;0;;;;
2020-01-01 06:00:00;40,02266667;Deficit;30,17;OK;0;;;;
2020-01-01 07:00:00;39,856;Deficit;30;OK;0;;;;
2020-01-01 08:00:00;39,51466667;Deficit;30,65;OK;0;;;;
2020-01-01 09:00:00;39,50933333;Deficit;30,65;OK;0;;;;
2020-01-01 10:00:00;39,02933333;Deficit;30,27;OK;0;;;;
2020-01-01 11:00:00;39,116;Deficit;30,34;OK;0;;;;
2020-01-01 12:00:00;18,44;Surplus;30,99;OK;0;;;;
2020-01-01 13:00:00;17,876;Deficit;30,04;FALSE;1;;;;
2020-01-01 14:00:00;42,69333333;Deficit;30,75;OK;0;;;;
2020-01-01 15:00:00;44,588;Deficit;32,11;OK;0;;;;
2020-01-01 16:00:00;48,85066667;Deficit;35,98;OK;0;;;;
2020-01-01 17:00:00;52,75466667;Deficit;40,4;OK;0;;;;
2020-01-01 18:00:00;56,94;Deficit;44,05;OK;0;;;;
2020-01-01 19:00:00;56,94133333;Deficit;44,04;OK;0;;;;
2020-01-01 20:00:00;62,108;Deficit;47,38;OK;0;;;;
2020-01-01 21:00:00;58,424;Deficit;42,08;OK;0;;;;
2020-01-01 22:00:00;24,19333333;Surplus;40,66;OK;0;;;;
2020-01-01 23:00:00;23,86133333;Surplus;35,34;OK;0;;;;
2020-01-02 00:00:00;23,84933333;Surplus;35,4;OK;0;;;;
2020-01-02 01:00:00;19,02933333;Surplus;31,98;OK;0;;;;
2020-01-02 02:00:00;42,34666667;Deficit;30,5;OK;0;;;;
2020-01-02 03:00:00;39,968;Deficit;28,79;OK;0;;;;
2020-01-02 04:00:00;40,19466667;Deficit;28,95;OK;0;;;;
2020-01-02 05:00:00;40,984;Deficit;31,3;OK;0;;;;
2020-01-02 06:00:00;53,41733333;Deficit;41;OK;0;;;;
2020-01-02 07:00:00;28,68666667;Surplus;48,21;OK;0;;;;
2020-01-02 08:00:00;28,68666667;Surplus;48,21;OK;0;;;;
2020-01-02 09:00:00;28,68666667;Surplus;48,21;OK;0;;;;
2020-01-02 10:00:00;27,11333333;Surplus;45,57;OK;0;;;;
2020-01-02 11:00:00;27,19866667;Surplus;45,71;OK;0;;;;
2020-01-02 12:00:00;26,86933333;Surplus;45,16;OK;0;;;;
2020-01-02 13:00:00;26,71733333;Surplus;44,9;OK;0;;;;
2020-01-02 14:00:00;65,36666667;Deficit;47,08;OK;0;;;;
2020-01-02 15:00:00;28,83466667;Surplus;48,46;OK;0;;;;
2020-01-02 16:00:00;31,82933333;Surplus;48,7;OK;0;;;;
2020-01-02 17:00:00;29,752;Surplus;50;OK;0;;;;
2020-01-02 18:00:00;70,05866667;Deficit;50,46;OK;0;;;;
2020-01-02 19:00:00;69,004;Deficit;49,7;OK;0;;;;
2020-01-02 20:00:00;66,644;Deficit;48;OK;0;;;;
2020-01-02 21:00:00;66,644;Deficit;48;OK;0;;;;
2020-01-02 22:00:00;58,99333333;Deficit;42,49;OK;0;;;;
2020-01-02 23:00:00;52,14533333;Deficit;38,22;OK;0;;;;
2020-01-03 00:00:00;43,40933333;Deficit;33,29;OK;0;;;;
2020-01-03 01:00:00;43,18;Deficit;31,1;OK;0;;;;
2020-01-03 02:00:00;40,308;Deficit;29,03;OK;0;;;;
2020-01-03 03:00:00;16,95866667;Deficit;28,5;FALSE;1;;;;
2020-01-03 04:00:00;40,26666667;Deficit;29;OK;0;;;;
2020-01-03 05:00:00;46,78;Deficit;33,69;OK;0;;;;
2020-01-03 06:00:00;56,81333333;Deficit;40,92;OK;0;;;;
2020-01-03 07:00:00;59,82933333;Deficit;43,09;OK;0;;;;
2020-01-03 08:00:00;60,11866667;Deficit;43,3;OK;0;;;;
2020-01-03 09:00:00;61,368;Deficit;44,2;OK;0;;;;
2020-01-03 10:00:00;61,16;Deficit;44,05;OK;0;;;;
2020-01-03 11:00:00;59,63333333;Deficit;42,95;OK;0;;;;
2020-01-03 12:00:00;58,99333333;Deficit;42,49;OK;0;;;;
2020-01-03 13:00:00;59,65733333;Deficit;42,97;OK;0;;;;
2020-01-03 14:00:00;59,424;Deficit;42,8;OK;0;;;;
2020-01-03 15:00:00;27,17466667;Surplus;45,67;OK;0;;;;
2020-01-03 16:00:00;91,94666667;Deficit;66,22;OK;0;;;;
2020-01-03 17:00:00;131,1093333;Deficit;94,43;OK;0;;;;
2020-01-03 18:00:00;74,072;Deficit;53,35;OK;0;;;;
2020-01-03 19:00:00;43,86;Surplus;73,71;OK;0;;;;
2020-01-03 20:00:00;66,644;Deficit;48;OK;0;;;;
2020-01-03 21:00:00;23,676;Surplus;39,79;OK;0;;;;
2020-01-03 22:00:00;36,54533333;Surplus;61,42;OK;0;;;;
2020-01-03 23:00:00;74;Deficit;57,32;OK;0;;;;
2020-01-04 00:00:00;65,36266667;Deficit;47,08;OK;0;;;;
2020-01-04 01:00:00;33,34666667;Balanced;56,04;FALSE;1;;;;
2020-01-04 02:00:00;65,356;Deficit;47,07;OK;0;;;;
2020-01-04 03:00:00;55,644;Deficit;40,08;OK;0;;;;
2020-01-04 04:00:00;57,07733333;Deficit;41,11;OK;0;;;;
2020-01-04 05:00:00;29,25466667;Surplus;49,17;OK;0;;;;
2020-01-04 06:00:00;64,828;Deficit;46,69;OK;0;;;;
2020-01-04 07:00:00;65,83866667;Deficit;47,42;OK;0;;;;
2020-01-04 08:00:00;72,96;Deficit;52,55;OK;0;;;;
2020-01-04 09:00:00;72,69333333;Deficit;52,36;OK;0;;;;
2020-01-04 10:00:00;79,364;Deficit;57,16;OK;0;;;;
2020-01-04 11:00:00;103,3773333;Deficit;76,07;OK;0;;;;
2020-01-04 12:00:00;71,92266667;Deficit;53,74;OK;0;;;;
2020-01-04 13:00:00;67,152;Deficit;50,78;OK;0;;;;
2020-01-04 14:00:00;113,664;Deficit;88;OK;0;;;;
2020-01-04 15:00:00;58,66933333;Deficit;44,62;OK;0;;;;
2020-01-04 16:00:00;57,00266667;Deficit;42,49;OK;0;;;;
2020-01-04 17:00:00;60,268;Deficit;45,62;OK;0;;;;
2020-01-04 18:00:00;61,18666667;Deficit;47;OK;0;;;;
2020-01-04 19:00:00;61,56533333;Deficit;47,21;OK;0;;;;
2020-01-04 20:00:00;61,78533333;Deficit;47;OK;0;;;;
2020-01-04 21:00:00;59,61333333;Deficit;45,62;OK;0;;;;
2020-01-04 22:00:00;53,60266667;Deficit;41,06;OK;0;;;;
2020-01-04 23:00:00;54,00133333;Deficit;40,18;OK;0;;;;
2020-01-05 00:00:00;26,18133333;Surplus;44;OK;0;;;;
2020-01-05 01:00:00;27,768;Surplus;40;OK;0;;;;
2020-01-05 02:00:00;55,42533333;Deficit;39,92;OK;0;;;;
2020-01-05 03:00:00;48,01066667;Deficit;34,58;OK;0;;;;
2020-01-05 04:00:00;45,22;Deficit;32,57;OK;0;;;;
2020-01-05 05:00:00;41,48533333;Deficit;29,88;OK;0;;;;
2020-01-05 06:00:00;43,69466667;Deficit;33;OK;0;;;;
2020-01-05 07:00:00;45,648;Deficit;35,12;OK;0;;;;
2020-01-05 08:00:00;46,45066667;Deficit;36,01;OK;0;;;;
2020-01-05 09:00:00;47,77866667;Balanced;37,06;OK;0;;;;
2020-01-05 10:00:00;48,38266667;Deficit;37,53;OK;0;;;;
2020-01-05 11:00:00;54,13466667;Deficit;38,99;OK;0;;;;
2020-01-05 12:00:00;22,7;Surplus;38,15;OK;0;;;;
2020-01-05 13:00:00;21,04533333;Surplus;35,37;OK;0;;;;
2020-01-05 14:00:00;47,82;Deficit;34,44;OK;0;;;;
2020-01-05 15:00:00;21,48133333;Surplus;36,1;OK;0;;;;
2020-01-05 16:00:00;56,356;Deficit;40,59;OK;0;;;;
2020-01-05 17:00:00;62,02933333;Deficit;44,68;OK;0;;;;
2020-01-05 18:00:00;64,08666667;Deficit;46,16;OK;0;;;;
2020-01-05 19:00:00;59,528;Deficit;45,64;OK;0;;;;
2020-01-05 20:00:00;55,07466667;Deficit;42,68;OK;0;;;;
2020-01-05 21:00:00;22,356;Surplus;37,57;OK;0;;;;
2020-01-05 22:00:00;52,16266667;Deficit;37,57;OK;0;;;;
2020-01-05 23:00:00;44,44133333;Deficit;32,01;OK;0;;;;
2020-01-06 00:00:00;40,48666667;Deficit;29,16;OK;0;;;;
2020-01-06 01:00:00;40,264;Deficit;29;OK;0;;;;
2020-01-06 02:00:00;40,376;Deficit;29,08;OK;0;;;;
2020-01-06 03:00:00;38,48666667;Deficit;27,72;OK;0;;;;
2020-01-06 04:00:00;36,552;Deficit;27,03;OK;0;;;;
2020-01-06 05:00:00;38,212;Deficit;28,98;OK;0;;;;
2020-01-06 06:00:00;44,49733333;Deficit;33,83;OK;0;;;;
2020-01-06 07:00:00;56,41466667;Deficit;43,13;OK;0;;;;
2020-01-06 08:00:00;57,82533333;Deficit;44,52;OK;0;;;;
2020-01-06 09:00:00;62,42266667;Deficit;44,96;OK;0;;;;
2020-01-06 10:00:00;61,09066667;Deficit;44;OK;0;;;;
2020-01-06 11:00:00;58,95733333;Deficit;42,46;OK;0;;;;
2020-01-06 12:00:00;57,34133333;Deficit;41,3;OK;0;;;;
2020-01-06 13:00:00;56,244;Deficit;40,51;OK;0;;;;
2020-01-06 14:00:00;57,228;Deficit;41,22;OK;0;;;;
2020-01-06 15:00:00;60,088;Deficit;43,28;OK;0;;;;
2020-01-06 16:00:00;60,64533333;Deficit;43,68;OK;0;;;;
2020-01-06 17:00:00;64,96933333;Deficit;47,9;OK;0;;;;
2020-01-06 18:00:00;64,936;Deficit;48,91;OK;0;;;;
2020-01-06 19:00:00;64,43333333;Deficit;49,01;OK;0;;;;
2020-01-06 20:00:00;61,92266667;Deficit;47,03;OK;0;;;;
2020-01-06 21:00:00;26,88933333;Surplus;45,19;OK;0;;;;
2020-01-06 22:00:00;20,576;Surplus;34,58;OK;0;;;;
2020-01-06 23:00:00;19,73333333;Surplus;33,16;OK;0;;;;
2020-01-07 00:00:00;23,444;Surplus;39,4;OK;0;;;;
2020-01-07 01:00:00;50,95466667;Deficit;36,7;OK;0;;;;
2020-01-07 02:00:00;49,844;Deficit;35,9;OK;0;;;;
2020-01-07 03:00:00;50,732;Deficit;36,54;OK;0;;;;
2020-01-07 04:00:00;50,92666667;Deficit;36,68;OK;0;;;;
2020-01-07 05:00:00;54,84266667;Deficit;39,5;OK;0;;;;
2020-01-07 06:00:00;64,192;Deficit;47,29;OK;0;;;;
2020-01-07 07:00:00;66,89733333;Deficit;50;OK;0;;;;
2020-01-07 08:00:00;33,096;Surplus;55,62;OK;0;;;;
2020-01-07 09:00:00;33,29866667;Surplus;55,96;OK;0;;;;
2020-01-07 10:00:00;31,23866667;Surplus;52,5;OK;0;;;;
2020-01-07 11:00:00;32,25066667;Surplus;54,2;OK;0;;;;
2020-01-07 12:00:00;32,25066667;Surplus;54,2;OK;0;;;;
2020-01-07 13:00:00;28,97866667;Surplus;48,7;OK;0;;;;
2020-01-07 14:00:00;75,252;Deficit;54,2;OK;0;;;;
2020-01-07 15:00:00;36,32666667;Surplus;61,05;OK;0;;;;
2020-01-07 16:00:00;36,32666667;Surplus;61,05;OK;0;;;;
2020-01-07 17:00:00;36,32666667;Surplus;61,05;OK;0;;;;
2020-01-07 18:00:00;35,70133333;Surplus;60;OK;0;;;;
2020-01-07 19:00:00;33,096;Surplus;55,62;OK;0;;;;
2020-01-07 20:00:00;70,10133333;Deficit;50,49;OK;0;;;;
2020-01-07 21:00:00;69,42;Deficit;50;OK;0;;;;
2020-01-07 22:00:00;62,14;Deficit;47,29;OK;0;;;;
2020-01-07 23:00:00;57,88933333;Deficit;43,9;OK;0;;;;
2020-01-08 00:00:00;24,68133333;Surplus;41,48;OK;0;;;;
2020-01-08 01:00:00;23,38533333;Surplus;39,3;OK;0;;;;
2020-01-08 02:00:00;52,55066667;Deficit;37,85;OK;0;;;;
2020-01-08 03:00:00;48,71733333;Deficit;35,09;OK;0;;;;
2020-01-08 04:00:00;51,09333333;Deficit;36,8;OK;0;;;;
2020-01-08 05:00:00;59,14666667;Deficit;42,6;OK;0;;;;
2020-01-08 06:00:00;63,86666667;Deficit;46;OK;0;;;;
2020-01-08 07:00:00;69,64266667;Deficit;50,16;OK;0;;;;
2020-01-08 08:00:00;37,844;Surplus;63,6;OK;0;;;;
2020-01-08 09:00:00;31,25733333;Surplus;50;OK;0;;;;
2020-01-08 10:00:00;33,592;Surplus;48,93;OK;0;;;;
2020-01-08 11:00:00;32,6;Surplus;48;OK;0;;;;
2020-01-08 12:00:00;33,284;Surplus;48;OK;0;;;;
2020-01-08 13:00:00;31,2;Surplus;45,97;OK;0;;;;
2020-01-08 14:00:00;32,40666667;Surplus;47,1;OK;0;;;;
2020-01-08 15:00:00;33,496;Surplus;48,93;OK;0;;;;
2020-01-08 16:00:00;45,636;Surplus;67,12;OK;0;;;;
2020-01-08 17:00:00;52,16;Surplus;76,14;OK;0;;;;
2020-01-08 18:00:00;45,65466667;Surplus;68,41;OK;0;;;;
2020-01-08 19:00:00;42,168;Surplus;61,33;OK;0;;;;
2020-01-08 20:00:00;52,70133333;Surplus;88,57;OK;0;;;;
2020-01-08 21:00:00;41,68266667;Surplus;70,05;OK;0;;;;
2020-01-08 22:00:00;33,81866667;Surplus;56,84;OK;0;;;;
2020-01-08 23:00:00;25,58666667;Surplus;43;OK;0;;;;
2020-01-09 00:00:00;27,96666667;Surplus;47;OK;0;;;;
2020-01-09 01:00:00;25,58666667;Surplus;43;OK;0;;;;
2020-01-09 02:00:00;24,516;Surplus;41,2;OK;0;;;;
2020-01-09 03:00:00;57,39733333;Deficit;41,34;OK;0;;;;
2020-01-09 04:00:00;59,35466667;Deficit;42,75;OK;0;;;;
2020-01-09 05:00:00;61,67333333;Deficit;44,42;OK;0;;;;
2020-01-09 06:00:00;29,45466667;Surplus;49,5;OK;0;;;;
2020-01-09 07:00:00;86,776;Deficit;62,5;OK;0;;;;
2020-01-09 08:00:00;116,244;Deficit;83,72;OK;0;;;;
2020-01-09 09:00:00;88,344;Surplus;63,63;FALSE;1;;;;
2020-01-09 10:00:00;51,196;Surplus;86,04;OK;0;;;;
2020-01-09 11:00:00;122,2786667;Deficit;88,07;OK;0;;;;
2020-01-09 12:00:00;58,924;Surplus;99,03;OK;0;;;;
2020-01-09 13:00:00;45,268;Surplus;76,08;OK;0;;;;
2020-01-09 14:00:00;116,636;Deficit;84,01;OK;0;;;;
2020-01-09 15:00:00;81,18;Deficit;58,47;OK;0;;;;
2020-01-09 16:00:00;133,4093333;Deficit;96,09;OK;0;;;;
2020-01-09 17:00:00;122,1933333;Deficit;88,01;OK;0;;;;
2020-01-09 18:00:00;98,56266667;Deficit;70,99;OK;0;;;;
2020-01-09 19:00:00;81,18;Deficit;58,47;OK;0;;;;
2020-01-09 20:00:00;70,80933333;Deficit;51;OK;0;;;;
2020-01-09 21:00:00;118,064;Deficit;85,04;OK;0;;;;
2020-01-09 22:00:00;27,67466667;Surplus;46,51;OK;0;;;;
2020-01-09 23:00:00;26,652;Surplus;44,79;OK;0;;;;
2020-01-10 00:00:00;25,78266667;Surplus;43,33;OK;0;;;;
2020-01-10 01:00:00;23,97333333;Surplus;40,29;OK;0;;;;
2020-01-10 02:00:00;23,80133333;Surplus;40;OK;0;;;;
2020-01-10 03:00:00;24,31866667;Surplus;40,87;OK;0;;;;
2020-01-10 04:00:00;56,02266667;Deficit;40,35;OK;0;;;;
2020-01-10 05:00:00;60,43733333;Deficit;43,53;OK;0;;;;
2020-01-10 06:00:00;85,10133333;Deficit;61,29;OK;0;;;;
2020-01-10 07:00:00;124,4866667;Deficit;89,66;OK;0;;;;
2020-01-10 08:00:00;117,268;Deficit;84,46;OK;0;;;;
2020-01-10 09:00:00;119,4173333;Deficit;86,01;OK;0;;;;
2020-01-10 10:00:00;90,24666667;Deficit;65;OK;0;;;;
2020-01-10 11:00:00;38,67733333;Surplus;65;OK;0;;;;
2020-01-10 12:00:00;38,67733333;Surplus;65;OK;0;;;;
2020-01-10 13:00:00;29,752;Surplus;50;OK;0;;;;
2020-01-10 14:00:00;69,42;Surplus;50;FALSE;1;;;;
2020-01-10 15:00:00;33,692;Surplus;56,62;OK;0;;;;
2020-01-10 16:00:00;51,07866667;Surplus;85,84;OK;0;;;;
2020-01-10 17:00:00;115,3;Deficit;83,04;OK;0;;;;
2020-01-10 18:00:00;40,49466667;Surplus;68,05;OK;0;;;;
2020-01-10 19:00:00;33,39866667;Surplus;56,13;OK;0;;;;
2020-01-10 20:00:00;32,50133333;Surplus;54,62;OK;0;;;;
2020-01-10 21:00:00;28,66666667;Surplus;48,18;OK;0;;;;
2020-01-10 22:00:00;27,20533333;Surplus;45,72;OK;0;;;;
2020-01-10 23:00:00;61,20133333;Deficit;44,08;OK;0;;;;
2020-01-11 00:00:00;25,11066667;Surplus;42,2;OK;0;;;;
2020-01-11 01:00:00;24,57466667;Surplus;41,3;OK;0;;;;
2020-01-11 02:00:00;23,528;Surplus;39,54;OK;0;;;;
2020-01-11 03:00:00;52,968;Deficit;38,15;OK;0;;;;
2020-01-11 04:00:00;52,968;Deficit;38,15;OK;0;;;;
2020-01-11 05:00:00;22,7;Surplus;38,15;OK;0;;;;
2020-01-11 06:00:00;56,07733333;Deficit;40,39;OK;0;;;;
2020-01-11 07:00:00;60,34;Deficit;43,46;OK;0;;;;
2020-01-11 08:00:00;62,47866667;Deficit;45;OK;0;;;;
2020-01-11 09:00:00;60,368;Deficit;43,48;OK;0;;;;
2020-01-11 10:00:00;60,368;Deficit;43,48;OK;0;;;;
2020-01-11 11:00:00;58,61866667;Deficit;42,22;OK;0;;;;
2020-01-11 12:00:00;24,932;Surplus;41,9;OK;0;;;;
2020-01-11 13:00:00;24,09866667;Surplus;40,5;OK;0;;;;
2020-01-11 14:00:00;23,92;Surplus;40,2;OK;0;;;;
2020-01-11 15:00:00;24,81333333;Surplus;41,7;OK;0;;;;
2020-01-11 16:00:00;25,04933333;Surplus;42,1;OK;0;;;;
2020-01-11 17:00:00;26,55066667;Surplus;44,62;OK;0;;;;
2020-01-11 18:00:00;26,86533333;Surplus;45,15;OK;0;;;;
2020-01-11 19:00:00;26,79466667;Surplus;45,03;OK;0;;;;
2020-01-11 20:00:00;25,05066667;Surplus;42,1;OK;0;;;;
2020-01-11 21:00:00;25,58666667;Surplus;43;OK;0;;;;
2020-01-11 22:00:00;24,55066667;Surplus;41,26;OK;0;;;;
2020-01-11 23:00:00;54,328;Deficit;39,13;OK;0;;;;
2020-01-12 00:00:00;24,81866667;Surplus;41,71;OK;0;;;;
2020-01-12 01:00:00;22,444;Surplus;37,72;OK;0;;;;
2020-01-12 02:00:00;22,04;Surplus;37,04;OK;0;;;;
2020-01-12 03:00:00;51,232;Deficit;36,9;OK;0;;;;
2020-01-12 04:00:00;20,76666667;Surplus;34,9;OK;0;;;;
2020-01-12 05:00:00;51,45466667;Deficit;37,06;OK;0;;;;
2020-01-12 06:00:00;54,45333333;Deficit;39,22;OK;0;;;;
2020-01-12 07:00:00;55,592;Deficit;40,04;OK;0;;;;
2020-01-12 08:00:00;57,23066667;Deficit;41,22;OK;0;;;;
2020-01-12 09:00:00;25,02266667;Surplus;42,05;OK;0;;;;
2020-01-12 10:00:00;26,04133333;Surplus;41,22;OK;0;;;;
2020-01-12 11:00:00;30,90133333;Surplus;45;OK;0;;;;
2020-01-12 12:00:00;28,71066667;Surplus;41,6;OK;0;;;;
2020-01-12 13:00:00;24,272;Surplus;40,79;OK;0;;;;
2020-01-12 14:00:00;28,86;Surplus;48,5;OK;0;;;;
2020-01-12 15:00:00;25,81866667;Surplus;42,04;OK;0;;;;
2020-01-12 16:00:00;31,95333333;Surplus;49;OK;0;;;;
2020-01-12 17:00:00;48,136;Surplus;71,93;OK;0;;;;
2020-01-12 18:00:00;45,18533333;Surplus;65,09;OK;0;;;;
2020-01-12 19:00:00;103,848;Deficit;74,8;OK;0;;;;
2020-01-12 20:00:00;90,308;Deficit;65,04;OK;0;;;;
2020-01-12 21:00:00;88,732;Deficit;63,91;OK;0;;;;
2020-01-12 22:00:00;35,44933333;Surplus;59,57;OK;0;;;;
2020-01-12 23:00:00;24,52666667;Surplus;41,22;OK;0;;;;
2020-01-13 00:00:00;59,06266667;Deficit;42,54;OK;0;;;;
2020-01-13 01:00:00;52,48133333;Deficit;37,8;OK;0;;;;
2020-01-13 02:00:00;22,19466667;Surplus;37,3;OK;0;;;;
2020-01-13 03:00:00;52,09333333;Deficit;37,52;OK;0;;;;
2020-01-13 04:00:00;54,75866667;Deficit;39,44;OK;0;;;;
2020-01-13 05:00:00;59,924;Deficit;43,16;OK;0;;;;
2020-01-13 06:00:00;68,112;Deficit;50;OK;0;;;;
2020-01-13 07:00:00;77,67866667;Deficit;57,81;OK;0;;;;
2020-01-13 08:00:00;88,24666667;Deficit;63,56;OK;0;;;;
2020-01-13 09:00:00;88,24666667;Deficit;63,56;OK;0;;;;
2020-01-13 10:00:00;34,512;Surplus;58;OK;0;;;;
2020-01-13 11:00:00;32,84;Surplus;55,19;OK;0;;;;
2020-01-13 12:00:00;29,752;Surplus;50;OK;0;;;;
2020-01-13 13:00:00;71,79466667;Deficit;51,71;OK;0;;;;
2020-01-13 14:00:00;80,528;Deficit;58;OK;0;;;;
2020-01-13 15:00:00;35,10666667;Surplus;59;OK;0;;;;
2020-01-13 16:00:00;88,344;Deficit;63,63;OK;0;;;;
2020-01-13 17:00:00;97,23733333;Deficit;70,04;OK;0;;;;
2020-01-13 18:00:00;97,27466667;Deficit;70,06;OK;0;;;;
2020-01-13 19:00:00;38,67733333;Surplus;65;OK;0;;;;
2020-01-13 20:00:00;32,72666667;Surplus;55;OK;0;;;;
2020-01-13 21:00:00;32,292;Surplus;54,27;OK;0;;;;
2020-01-13 22:00:00;47,60266667;Surplus;80;OK;0;;;;
2020-01-13 23:00:00;81,916;Deficit;59;OK;0;;;;
2020-01-14 00:00:00;69,48533333;Deficit;50,05;OK;0;;;;
2020-01-14 01:00:00;60,50666667;Deficit;43,58;OK;0;;;;
2020-01-14 02:00:00;60,076;Deficit;43,27;OK;0;;;;
2020-01-14 03:00:00;56,03866667;Deficit;42,5;OK;0;;;;
2020-01-14 04:00:00;56,08266667;Deficit;42,5;OK;0;;;;
2020-01-14 05:00:00;69,85866667;Deficit;52,85;OK;0;;;;
2020-01-14 06:00:00;95,46533333;Deficit;72,01;OK;0;;;;
2020-01-14 07:00:00;79,90133333;Deficit;60;OK;0;;;;
2020-01-14 08:00:00;83,70933333;Deficit;63,93;OK;0;;;;
2020-01-14 09:00:00;83,78666667;Deficit;63,73;OK;0;;;;
2020-01-14 10:00:00;77,352;Deficit;59;OK;0;;;;
2020-01-14 11:00:00;73,83333333;Deficit;55,82;OK;0;;;;
2020-01-14 12:00:00;69,09333333;Deficit;51,43;OK;0;;;;
2020-01-14 13:00:00;87,47466667;Deficit;67,07;OK;0;;;;
2020-01-14 14:00:00;77,772;Deficit;56,02;OK;0;;;;
2020-01-14 15:00:00;83,304;Deficit;60;OK;0;;;;
2020-01-14 16:00:00;90,24666667;Deficit;65;OK;0;;;;
2020-01-14 17:00:00;44,032;Surplus;74;OK;0;;;;
2020-01-14 18:00:00;41,652;Surplus;70;OK;0;;;;
2020-01-14 19:00:00;37,11866667;Surplus;62,38;OK;0;;;;
2020-01-14 20:00:00;93,06533333;Deficit;67,03;OK;0;;;;
2020-01-14 21:00:00;83,54;Deficit;60,17;OK;0;;;;
2020-01-14 22:00:00;80,62533333;Deficit;58,07;OK;0;;;;
2020-01-14 23:00:00;68,17066667;Deficit;49,1;OK;0;;;;
2020-01-15 00:00:00;80,54133333;Deficit;58,01;OK;0;;;;
2020-01-15 01:00:00;76,016;Deficit;54,75;OK;0;;;;
2020-01-15 02:00:00;69,28133333;Deficit;49,9;OK;0;;;;
2020-01-15 03:00:00;60,93733333;Deficit;43,89;OK;0;;;;
2020-01-15 04:00:00;67,92133333;Deficit;48,92;OK;0;;;;
2020-01-15 05:00:00;74,13866667;Deficit;55,9;OK;0;;;;
2020-01-15 06:00:00;99,92933333;Deficit;75,1;OK;0;;;;
2020-01-15 07:00:00;116,496;Deficit;88,36;OK;0;;;;
2020-01-15 08:00:00;208,2893333;Deficit;150,02;OK;0;;;;
2020-01-15 09:00:00;68,73866667;Surplus;115,52;OK;0;;;;
2020-01-15 10:00:00;132,0266667;Deficit;95,09;OK;0;;;;
2020-01-15 11:00:00;208,2613333;Deficit;150;OK;0;;;;
2020-01-15 12:00:00;208,264;Deficit;150;OK;0;;;;
2020-01-15 13:00:00;170,728;Deficit;122,97;OK;0;;;;
2020-01-15 14:00:00;166,5946667;Deficit;119,99;OK;0;;;;
2020-01-15 15:00:00;51,28666667;Surplus;86,19;OK;0;;;;
2020-01-15 16:00:00;53,67066667;Surplus;90,2;OK;0;;;;
2020-01-15 17:00:00;118,14;Deficit;85,09;OK;0;;;;
2020-01-15 18:00:00;109,5013333;Deficit;78,87;OK;0;;;;
2020-01-15 19:00:00;110,8106667;Deficit;79,81;OK;0;;;;
2020-01-15 20:00:00;106,9666667;Deficit;77,04;OK;0;;;;
2020-01-15 21:00:00;118,132;Deficit;85,08;OK;0;;;;
2020-01-15 22:00:00;116,6626667;Deficit;84,03;OK;0;;;;
2020-01-15 23:00:00;79,25066667;Deficit;57,08;OK;0;;;;
2020-01-16 00:00:00;66,408;Deficit;47,83;OK;0;;;;
2020-01-16 01:00:00;56,23066667;Deficit;40,5;OK;0;;;;
2020-01-16 02:00:00;54,00933333;Deficit;38,9;OK;0;;;;
2020-01-16 03:00:00;53,60666667;Deficit;38,61;OK;0;;;;
2020-01-16 04:00:00;54,57866667;Deficit;39,31;OK;0;;;;
2020-01-16 05:00:00;28,58;Surplus;48,03;OK;0;;;;
2020-01-16 06:00:00;32,23333333;Surplus;54,17;OK;0;;;;
2020-01-16 07:00:00;41,004;Surplus;68,91;OK;0;;;;
2020-01-16 08:00:00;42,96533333;Surplus;61,98;OK;0;;;;
2020-01-16 09:00:00;50,384;Surplus;73,1;OK;0;;;;
2020-01-16 10:00:00;99,424;Deficit;71,61;OK;0;;;;
2020-01-16 11:00:00;43,24133333;Surplus;72,67;OK;0;;;;
2020-01-16 12:00:00;42,80133333;Surplus;71,93;OK;0;;;;
2020-01-16 13:00:00;41,712;Surplus;70,1;OK;0;;;;
2020-01-16 14:00:00;41,12266667;Surplus;69,11;OK;0;;;;
2020-01-16 15:00:00;45,292;Surplus;69,17;OK;0;;;;
2020-01-16 16:00:00;46,04933333;Surplus;70,1;OK;0;;;;
2020-01-16 17:00:00;41,23333333;Surplus;60,6;OK;0;;;;
2020-01-16 18:00:00;41,79466667;Surplus;60,6;OK;0;;;;
2020-01-16 19:00:00;40,448;Surplus;59,18;OK;0;;;;
2020-01-16 20:00:00;39,79733333;Surplus;60,6;OK;0;;;;
2020-01-16 21:00:00;29,81066667;Surplus;50,1;OK;0;;;;
2020-01-16 22:00:00;29,81066667;Surplus;50,1;OK;0;;;;
2020-01-16 23:00:00;24,44933333;Surplus;41,09;OK;0;;;;
2020-01-17 00:00:00;24,652;Surplus;41,43;OK;0;;;;
2020-01-17 01:00:00;23,80133333;Surplus;40;OK;0;;;;
