Imbalance settlement period (CET);Imbalance Price [EUR/MWh];Situation;Day-ahead Price [EUR/MWh] ;;;;;;
2020-08-28 04:00:00;53,75866667;Deficit;35,49;OK;0;;;;
2020-08-28 05:00:00;56,172;Deficit;33,16;OK;0;;;;
2020-08-28 06:00:00;60,256;Deficit;45;OK;0;;;;
2020-08-28 07:00:00;67,064;Deficit;49,66;OK;0;;;;
2020-08-28 08:00:00;31,292;Surplus;47,92;OK;0;;;;
2020-08-28 09:00:00;76,72;Deficit;48,51;OK;0;;;;
2020-08-28 10:00:00;69,744;Deficit;46,86;OK;0;;;;
2020-08-28 11:00:00;70,192;Deficit;48;OK;0;;;;
2020-08-28 12:00:00;69,42133333;Deficit;46;OK;0;;;;
2020-08-28 13:00:00;69,42133333;Deficit;44,33;OK;0;;;;
2020-08-28 14:00:00;65,84266667;Deficit;42,11;OK;0;;;;
2020-08-28 15:00:00;65,84266667;Deficit;42,31;OK;0;;;;
2020-08-28 16:00:00;67,18933333;Deficit;45;OK;0;;;;
2020-08-28 17:00:00;83,64;Deficit;45,08;OK;0;;;;
2020-08-28 18:00:00;96,70933333;Deficit;47,98;OK;0;;;;
2020-08-28 19:00:00;126,196;Deficit;52,11;OK;0;;;;
2020-08-28 20:00:00;126,3226667;Deficit;50,35;OK;0;;;;
2020-08-28 21:00:00;96,84666667;Deficit;46,66;OK;0;;;;
2020-08-28 22:00:00;81,26666667;Deficit;42,36;OK;0;;;;
2020-08-28 23:00:00;64,74666667;Deficit;39,19;OK;0;;;;
2020-08-29 00:00:00;24,00133333;Surplus;36,82;OK;0;;;;
2020-08-29 01:00:00;20,33733333;Surplus;33,76;OK;0;;;;
2020-08-29 02:00:00;21,42133333;Surplus;30,74;OK;0;;;;
2020-08-29 03:00:00;21,34266667;Surplus;29,27;OK;0;;;;
2020-08-29 04:00:00;21,34933333;Surplus;28,31;OK;0;;;;
2020-08-29 05:00:00;21,39466667;Surplus;29;OK;0;;;;
2020-08-29 06:00:00;31,33733333;Surplus;29,6;FALSE;1;;;;
2020-08-29 07:00:00;69,70133333;Deficit;31,76;OK;0;;;;
2020-08-29 08:00:00;33,50933333;Surplus;35,94;OK;0;;;;
2020-08-29 09:00:00;68,088;Deficit;38,3;OK;0;;;;
2020-08-29 10:00:00;65,772;Deficit;36,84;OK;0;;;;
2020-08-29 11:00:00;67,372;Deficit;35,85;OK;0;;;;
2020-08-29 12:00:00;64,564;Deficit;32,37;OK;0;;;;
2020-08-29 13:00:00;59,232;Deficit;31,3;OK;0;;;;
2020-08-29 14:00:00;55,26933333;Deficit;30,56;OK;0;;;;
2020-08-29 15:00:00;56,1;Deficit;31,67;OK;0;;;;
2020-08-29 16:00:00;58,84266667;Deficit;34,71;OK;0;;;;
2020-08-29 17:00:00;63,27466667;Deficit;37;OK;0;;;;
2020-08-29 18:00:00;67,344;Deficit;43,98;OK;0;;;;
2020-08-29 19:00:00;31,34666667;Surplus;46,39;OK;0;;;;
2020-08-29 20:00:00;70,67066667;Deficit;46,91;OK;0;;;;
2020-08-29 21:00:00;65,492;Deficit;44,99;OK;0;;;;
2020-08-29 22:00:00;59,45466667;Deficit;43;OK;0;;;;
2020-08-29 23:00:00;51,884;Deficit;39,26;OK;0;;;;
2020-08-30 00:00:00;22,14933333;Surplus;38,2;OK;0;;;;
2020-08-30 01:00:00;20,308;Deficit;34,98;FALSE;1;;;;
2020-08-30 02:00:00;43,14666667;Deficit;32,08;OK;0;;;;
2020-08-30 03:00:00;41,084;Deficit;31,34;OK;0;;;;
2020-08-30 04:00:00;17,02933333;Surplus;30,74;OK;0;;;;
2020-08-30 05:00:00;40,704;Surplus;30,98;FALSE;1;;;;
2020-08-30 06:00:00;17,80533333;Surplus;30,59;OK;0;;;;
2020-08-30 07:00:00;19,10533333;Surplus;30,74;OK;0;;;;
2020-08-30 08:00:00;50,44533333;Deficit;31,97;OK;0;;;;
2020-08-30 09:00:00;53,75866667;Deficit;32,25;OK;0;;;;
2020-08-30 10:00:00;51,708;Deficit;32,39;OK;0;;;;
2020-08-30 11:00:00;21,56533333;Surplus;32,79;OK;0;;;;
2020-08-30 12:00:00;45,43466667;Deficit;31,99;OK;0;;;;
2020-08-30 13:00:00;43,932;Deficit;30,74;OK;0;;;;
2020-08-30 14:00:00;42,89466667;Deficit;29,97;OK;0;;;;
2020-08-30 15:00:00;44,45066667;Deficit;29,23;OK;0;;;;
2020-08-30 16:00:00;48,71866667;Deficit;29,98;OK;0;;;;
2020-08-30 17:00:00;51,932;Deficit;32,17;OK;0;;;;
2020-08-30 18:00:00;61,72933333;Deficit;35,85;OK;0;;;;
2020-08-30 19:00:00;27,90533333;Surplus;39,08;OK;0;;;;
2020-08-30 20:00:00;28,21866667;Surplus;42,7;OK;0;;;;
2020-08-30 21:00:00;27,06266667;Surplus;43,13;OK;0;;;;
2020-08-30 22:00:00;25,86666667;Surplus;41,97;OK;0;;;;
2020-08-30 23:00:00;23,616;Surplus;37;OK;0;;;;
2020-08-31 00:00:00;22,97866667;Surplus;29,76;OK;0;;;;
2020-08-31 01:00:00;49,09733333;Deficit;27,92;OK;0;;;;
2020-08-31 02:00:00;45,028;Deficit;28,89;OK;0;;;;
2020-08-31 03:00:00;41,06;Deficit;28,43;OK;0;;;;
2020-08-31 04:00:00;40,064;Deficit;29,41;OK;0;;;;
2020-08-31 05:00:00;40,408;Deficit;34,39;OK;0;;;;
2020-08-31 06:00:00;39,96266667;Deficit;45,24;FALSE;1;;;;
2020-08-31 07:00:00;18,49066667;Surplus;59,94;OK;0;;;;
2020-08-31 08:00:00;19,23066667;Surplus;67,25;OK;0;;;;
2020-08-31 09:00:00;44,45066667;Deficit;68,84;FALSE;1;;;;
2020-08-31 10:00:00;42,348;Deficit;66,53;FALSE;1;;;;
2020-08-31 11:00:00;45,34;Deficit;65,41;FALSE;1;;;;
2020-08-31 12:00:00;44,90133333;Deficit;62,76;FALSE;1;;;;
2020-08-31 13:00:00;18,49066667;Surplus;60;OK;0;;;;
2020-08-31 14:00:00;18,028;Surplus;57,48;OK;0;;;;
2020-08-31 15:00:00;17,58266667;Surplus;54,99;OK;0;;;;
2020-08-31 16:00:00;42,08;Deficit;58,95;FALSE;1;;;;
2020-08-31 17:00:00;45,15333333;Deficit;65,49;FALSE;1;;;;
2020-08-31 18:00:00;50,31733333;Deficit;71,6;FALSE;1;;;;
2020-08-31 19:00:00;23,508;Surplus;79,06;OK;0;;;;
2020-08-31 20:00:00;25,68533333;Surplus;72,66;OK;0;;;;
2020-08-31 21:00:00;25,944;Surplus;64,86;OK;0;;;;
2020-08-31 22:00:00;58,908;Deficit;52,02;OK;0;;;;
2020-08-31 23:00:00;22,25733333;Surplus;45;OK;0;;;;
2020-09-01 00:00:00;17,90133333;Surplus;39,2;OK;0;;;;
2020-09-01 01:00:00;16,79466667;Surplus;37,91;OK;0;;;;
2020-09-01 02:00:00;40,54933333;Deficit;35,93;OK;0;;;;
2020-09-01 03:00:00;39,904;Deficit;34,91;OK;0;;;;
2020-09-01 04:00:00;17,69066667;Surplus;35,89;OK;0;;;;
2020-09-01 05:00:00;48,27066667;Deficit;38,33;OK;0;;;;
2020-09-01 06:00:00;63,49866667;Deficit;48,08;OK;0;;;;
2020-09-01 07:00:00;36,056;Surplus;59;OK;0;;;;
2020-09-01 08:00:00;94,392;Deficit;65,26;OK;0;;;;
2020-09-01 09:00:00;41,40933333;Surplus;59,96;OK;0;;;;
2020-09-01 10:00:00;44,62133333;Surplus;55,36;OK;0;;;;
2020-09-01 11:00:00;45,65866667;Surplus;53,92;OK;0;;;;
2020-09-01 12:00:00;88,088;Deficit;50,86;OK;0;;;;
2020-09-01 13:00:00;84,21466667;Deficit;49,77;OK;0;;;;
2020-09-01 14:00:00;34,576;Surplus;47,12;OK;0;;;;
2020-09-01 15:00:00;33,07866667;Surplus;47;OK;0;;;;
2020-09-01 16:00:00;82,74133333;Deficit;48,58;OK;0;;;;
2020-09-01 17:00:00;91,92;Deficit;51,84;OK;0;;;;
2020-09-01 18:00:00;43,06933333;Surplus;60;OK;0;;;;
2020-09-01 19:00:00;54,664;Surplus;67;OK;0;;;;
2020-09-01 20:00:00;101,984;Deficit;65,93;OK;0;;;;
2020-09-01 21:00:00;91,036;Deficit;55,32;OK;0;;;;
2020-09-01 22:00:00;31,78933333;Surplus;46,95;OK;0;;;;
2020-09-01 23:00:00;30,64666667;Surplus;41,28;OK;0;;;;
2020-09-02 00:00:00;55,07066667;Deficit;41,67;OK;0;;;;
2020-09-02 01:00:00;22,82533333;Surplus;38,02;OK;0;;;;
2020-09-02 02:00:00;21,63333333;Surplus;36,35;OK;0;;;;
2020-09-02 03:00:00;21,01866667;Surplus;34,72;OK;0;;;;
2020-09-02 04:00:00;50,42;Deficit;35,7;OK;0;;;;
2020-09-02 05:00:00;53,848;Deficit;38,35;OK;0;;;;
2020-09-02 06:00:00;67,54533333;Deficit;50,13;OK;0;;;;
2020-09-02 07:00:00;35,52266667;Surplus;62,23;OK;0;;;;
2020-09-02 08:00:00;41,812;Surplus;71,11;OK;0;;;;
2020-09-02 09:00:00;40,58;Surplus;63,51;OK;0;;;;
2020-09-02 10:00:00;77,77333333;Deficit;54,51;OK;0;;;;
2020-09-02 11:00:00;75,74933333;Deficit;49,5;OK;0;;;;
2020-09-02 12:00:00;30,62133333;Surplus;44,95;OK;0;;;;
2020-09-02 13:00:00;29,96533333;Surplus;44,11;OK;0;;;;
2020-09-02 14:00:00;28,37066667;Surplus;43,96;OK;0;;;;
2020-09-02 15:00:00;30,98666667;Surplus;44,02;OK;0;;;;
2020-09-02 16:00:00;68,24666667;Deficit;46,46;OK;0;;;;
2020-09-02 17:00:00;72,828;Deficit;52,35;OK;0;;;;
2020-09-02 18:00:00;84,29066667;Deficit;60,4;OK;0;;;;
2020-09-02 19:00:00;94,12533333;Deficit;68,89;OK;0;;;;
2020-09-02 20:00:00;92,62266667;Deficit;66,05;OK;0;;;;
2020-09-02 21:00:00;77,71733333;Deficit;55,46;OK;0;;;;
2020-09-02 22:00:00;28,268;Surplus;49,34;OK;0;;;;
2020-09-02 23:00:00;24,85333333;Surplus;43,94;OK;0;;;;
2020-09-03 00:00:00;27,94;Surplus;44,55;OK;0;;;;
2020-09-03 01:00:00;26,54133333;Surplus;39,49;OK;0;;;;
2020-09-03 02:00:00;25,53333333;Surplus;36,22;OK;0;;;;
2020-09-03 03:00:00;24,388;Surplus;34,99;OK;0;;;;
2020-09-03 04:00:00;25,06133333;Surplus;35,43;OK;0;;;;
2020-09-03 05:00:00;26,9;Surplus;37,93;OK;0;;;;
2020-09-03 06:00:00;34,684;Surplus;49,5;OK;0;;;;
2020-09-03 07:00:00;37,46666667;Surplus;55,98;OK;0;;;;
2020-09-03 08:00:00;99,89866667;Deficit;58,52;OK;0;;;;
2020-09-03 09:00:00;38,23866667;Surplus;52,35;OK;0;;;;
2020-09-03 10:00:00;76,57866667;Deficit;48,17;OK;0;;;;
2020-09-03 11:00:00;69,54133333;Deficit;48;OK;0;;;;
2020-09-03 12:00:00;27,06266667;Surplus;45,57;OK;0;;;;
2020-09-03 13:00:00;26,55733333;Surplus;44,35;OK;0;;;;
2020-09-03 14:00:00;26,46666667;Surplus;44,3;OK;0;;;;
2020-09-03 15:00:00;61,84133333;Deficit;42,64;OK;0;;;;
2020-09-03 16:00:00;65,26933333;Deficit;42,65;OK;0;;;;
2020-09-03 17:00:00;73,54533333;Surplus;44,69;FALSE;1;;;;
2020-09-03 18:00:00;36,36533333;Surplus;50,12;OK;0;;;;
2020-09-03 19:00:00;41,47733333;Surplus;59,99;OK;0;;;;
2020-09-03 20:00:00;39,76666667;Surplus;59,92;OK;0;;;;
2020-09-03 21:00:00;33,39066667;Surplus;45,16;OK;0;;;;
2020-09-03 22:00:00;34,09866667;Surplus;36,6;OK;0;;;;
2020-09-03 23:00:00;61,72933333;Deficit;31,91;OK;0;;;;
2020-09-04 00:00:00;26,82266667;Surplus;31,02;OK;0;;;;
2020-09-04 01:00:00;23,776;Surplus;28,95;OK;0;;;;
2020-09-04 02:00:00;21,80666667;Surplus;29,07;OK;0;;;;
2020-09-04 03:00:00;21,06666667;Surplus;28,15;OK;0;;;;
2020-09-04 04:00:00;21,332;Surplus;28,37;OK;0;;;;
2020-09-04 05:00:00;22,83733333;Surplus;31,04;OK;0;;;;
2020-09-04 06:00:00;34,04;Surplus;40,78;OK;0;;;;
2020-09-04 07:00:00;36,464;Surplus;48,43;OK;0;;;;
2020-09-04 08:00:00;35,23333333;Surplus;51,67;OK;0;;;;
2020-09-04 09:00:00;31,51866667;Surplus;49,71;OK;0;;;;
2020-09-04 10:00:00;67,672;Deficit;44,99;OK;0;;;;
2020-09-04 11:00:00;28,9;Surplus;42,76;OK;0;;;;
2020-09-04 12:00:00;64,01866667;Deficit;40,06;OK;0;;;;
2020-09-04 13:00:00;62,30533333;Deficit;36,95;OK;0;;;;
2020-09-04 14:00:00;62,23466667;Deficit;34,73;OK;0;;;;
2020-09-04 15:00:00;59,90266667;Deficit;34,07;OK;0;;;;
2020-09-04 16:00:00;25,67866667;Surplus;37,57;OK;0;;;;
2020-09-04 17:00:00;26,90666667;Surplus;44,34;OK;0;;;;
2020-09-04 18:00:00;30,176;Surplus;47,95;OK;0;;;;
2020-09-04 19:00:00;36,11866667;Surplus;51,43;OK;0;;;;
2020-09-04 20:00:00;36,07733333;Surplus;51,61;OK;0;;;;
2020-09-04 21:00:00;27,18933333;Surplus;45,99;OK;0;;;;
2020-09-04 22:00:00;22,036;Surplus;43,14;OK;0;;;;
2020-09-04 23:00:00;44,828;Deficit;35,8;OK;0;;;;
2020-09-05 00:00:00;18,67733333;Surplus;39,58;OK;0;;;;
2020-09-05 01:00:00;17,43066667;Surplus;35,34;OK;0;;;;
2020-09-05 02:00:00;17,50266667;Surplus;30,98;OK;0;;;;
2020-09-05 03:00:00;16,94933333;Surplus;29,01;OK;0;;;;
2020-09-05 04:00:00;17,08133333;Surplus;30,06;OK;0;;;;
2020-09-05 05:00:00;43,60933333;Deficit;30,06;OK;0;;;;
2020-09-05 06:00:00;57,29333333;Deficit;31,6;OK;0;;;;
2020-09-05 07:00:00;68,04133333;Deficit;34,2;OK;0;;;;
2020-09-05 08:00:00;31,11066667;Balanced;38,3;FALSE;1;;;;
2020-09-05 09:00:00;29,93066667;Surplus;37,55;OK;0;;;;
2020-09-05 10:00:00;27,08933333;Surplus;32,36;OK;0;;;;
2020-09-05 11:00:00;60,07466667;Deficit;30,22;OK;0;;;;
2020-09-05 12:00:00;56,28133333;Deficit;33,98;OK;0;;;;
2020-09-05 13:00:00;49,93466667;Deficit;34,89;OK;0;;;;
2020-09-05 14:00:00;45,72266667;Deficit;33,23;OK;0;;;;
2020-09-05 15:00:00;45,87466667;Deficit;30,5;OK;0;;;;
2020-09-05 16:00:00;49,63066667;Deficit;34,89;OK;0;;;;
2020-09-05 17:00:00;26,69733333;Surplus;36,8;OK;0;;;;
2020-09-05 18:00:00;67,36666667;Deficit;40,19;OK;0;;;;
2020-09-05 19:00:00;72,25466667;Deficit;46,17;OK;0;;;;
2020-09-05 20:00:00;72,50933333;Deficit;48,08;OK;0;;;;
2020-09-05 21:00:00;27,69066667;Surplus;43,19;OK;0;;;;
2020-09-05 22:00:00;60,60933333;Deficit;38,94;OK;0;;;;
2020-09-05 23:00:00;48,184;Deficit;36,74;OK;0;;;;
2020-09-06 00:00:00;23,832;Surplus;34,04;OK;0;;;;
2020-09-06 01:00:00;49,64933333;Deficit;31;OK;0;;;;
2020-09-06 02:00:00;43,52533333;Deficit;30,45;OK;0;;;;
2020-09-06 03:00:00;40,75733333;Deficit;29,39;OK;0;;;;
2020-09-06 04:00:00;42,232;Deficit;29,39;OK;0;;;;
2020-09-06 05:00:00;18,09866667;Surplus;29,6;OK;0;;;;
2020-09-06 06:00:00;19,02666667;Surplus;30,8;OK;0;;;;
2020-09-06 07:00:00;20,592;Surplus;30,9;OK;0;;;;
2020-09-06 08:00:00;53,808;Deficit;30,8;OK;0;;;;
2020-09-06 09:00:00;52,756;Deficit;33,2;OK;0;;;;
2020-09-06 10:00:00;45,464;Deficit;32,19;OK;0;;;;
2020-09-06 11:00:00;42,45733333;Deficit;34,27;OK;0;;;;
2020-09-06 12:00:00;45,37333333;Deficit;34,1;OK;0;;;;
2020-09-06 13:00:00;49,01866667;Deficit;30,7;OK;0;;;;
2020-09-06 14:00:00;46,68533333;Balanced;30,28;OK;0;;;;
2020-09-06 15:00:00;42,85066667;Deficit;30,73;OK;0;;;;
2020-09-06 16:00:00;21,008;Surplus;32,4;OK;0;;;;
2020-09-06 17:00:00;51,70133333;Deficit;35,1;OK;0;;;;
2020-09-06 18:00:00;56,46533333;Deficit;42,01;OK;0;;;;
2020-09-06 19:00:00;27,8;Surplus;47,19;OK;0;;;;
2020-09-06 20:00:00;67,54933333;Deficit;49,44;OK;0;;;;
2020-09-06 21:00:00;60,68;Deficit;46,75;OK;0;;;;
2020-09-06 22:00:00;54,708;Deficit;43,88;OK;0;;;;
2020-09-06 23:00:00;49,17333333;Deficit;37,42;OK;0;;;;
2020-09-07 00:00:00;20,496;Surplus;34,36;OK;0;;;;
2020-09-07 01:00:00;18,66533333;Surplus;31,07;OK;0;;;;
2020-09-07 02:00:00;18,33466667;Surplus;30,9;OK;0;;;;
2020-09-07 03:00:00;41,29066667;Surplus;30,53;FALSE;1;;;;
2020-09-07 04:00:00;41,29066667;Surplus;30,58;FALSE;1;;;;
2020-09-07 05:00:00;17,82266667;Surplus;33,32;OK;0;;;;
2020-09-07 06:00:00;18,54533333;Surplus;47,13;OK;0;;;;
2020-09-07 07:00:00;18,60533333;Surplus;58,44;OK;0;;;;
2020-09-07 08:00:00;18,54533333;Surplus;65,05;OK;0;;;;
2020-09-07 09:00:00;19,99066667;Surplus;55,8;OK;0;;;;
2020-09-07 10:00:00;45,22533333;Deficit;47,97;FALSE;1;;;;
2020-09-07 11:00:00;48,14666667;Deficit;46,91;OK;0;;;;
2020-09-07 12:00:00;47,908;Deficit;47;OK;0;;;;
2020-09-07 13:00:00;43,13066667;Deficit;43,98;FALSE;1;;;;
2020-09-07 14:00:00;42,54133333;Deficit;43,15;FALSE;1;;;;
2020-09-07 15:00:00;43,17466667;Deficit;46,8;FALSE;1;;;;
2020-09-07 16:00:00;45,52;Deficit;49,42;FALSE;1;;;;
2020-09-07 17:00:00;49,31333333;Deficit;48,62;OK;0;;;;
2020-09-07 18:00:00;59,02266667;Deficit;54,78;OK;0;;;;
2020-09-07 19:00:00;66,29866667;Deficit;62,37;OK;0;;;;
2020-09-07 20:00:00;69,46;Deficit;59,03;OK;0;;;;
2020-09-07 21:00:00;65,68;Deficit;46,01;OK;0;;;;
2020-09-07 22:00:00;26,42133333;Surplus;37,78;OK;0;;;;
2020-09-07 23:00:00;22,53066667;Surplus;32,24;OK;0;;;;
2020-09-08 00:00:00;48,27333333;Deficit;31,95;OK;0;;;;
2020-09-08 01:00:00;43,652;Deficit;29,61;OK;0;;;;
2020-09-08 02:00:00;43,41333333;Deficit;28,02;OK;0;;;;
2020-09-08 03:00:00;42,892;Deficit;26,89;OK;0;;;;
2020-09-08 04:00:00;18,41333333;Surplus;27,62;OK;0;;;;
2020-09-08 05:00:00;20,06266667;Surplus;30;OK;0;;;;
2020-09-08 06:00:00;28,37733333;Surplus;36,51;OK;0;;;;
2020-09-08 07:00:00;35,18666667;Surplus;44,73;OK;0;;;;
2020-09-08 08:00:00;39,16666667;Surplus;45,94;OK;0;;;;
2020-09-08 09:00:00;78,396;Deficit;40,29;OK;0;;;;
2020-09-08 10:00:00;28,88266667;Surplus;37,25;OK;0;;;;
2020-09-08 11:00:00;28,24533333;Surplus;35,65;OK;0;;;;
2020-09-08 12:00:00;31,96533333;Surplus;40,61;OK;0;;;;
2020-09-08 13:00:00;30,552;Surplus;37,72;OK;0;;;;
2020-09-08 14:00:00;29,856;Surplus;35,96;OK;0;;;;
2020-09-08 15:00:00;65,752;Deficit;37,16;OK;0;;;;
2020-09-08 16:00:00;34,36266667;Surplus;40,34;OK;0;;;;
2020-09-08 17:00:00;68,30933333;Deficit;48,91;OK;0;;;;
2020-09-08 18:00:00;76,96266667;Deficit;55,8;OK;0;;;;
2020-09-08 19:00:00;87,62533333;Deficit;68,37;OK;0;;;;
2020-09-08 20:00:00;79,61066667;Deficit;66,29;OK;0;;;;
2020-09-08 21:00:00;61,46133333;Deficit;49,52;OK;0;;;;
2020-09-08 22:00:00;50,028;Deficit;45,12;OK;0;;;;
2020-09-08 23:00:00;42,31066667;Deficit;38,88;OK;0;;;;
2020-09-09 00:00:00;42,01333333;Deficit;35,42;OK;0;;;;
2020-09-09 01:00:00;41,616;Deficit;34,62;OK;0;;;;
2020-09-09 02:00:00;39,38133333;Deficit;32,7;OK;0;;;;
2020-09-09 03:00:00;37,792;Deficit;31,03;OK;0;;;;
2020-09-09 04:00:00;38,81866667;Deficit;31,41;OK;0;;;;
2020-09-09 05:00:00;42,164;Deficit;34,07;OK;0;;;;
2020-09-09 06:00:00;51,31333333;Deficit;47,84;OK;0;;;;
2020-09-09 07:00:00;62,86533333;Deficit;50,2;OK;0;;;;
2020-09-09 08:00:00;64,56666667;Deficit;49,85;OK;0;;;;
2020-09-09 09:00:00;56,62533333;Deficit;54,42;OK;0;;;;
2020-09-09 10:00:00;52,352;Deficit;51,92;OK;0;;;;
2020-09-09 11:00:00;50,10533333;Deficit;50,36;FALSE;1;;;;
2020-09-09 12:00:00;24,46133333;Surplus;50;OK;0;;;;
2020-09-09 13:00:00;22,72;Surplus;50;OK;0;;;;
2020-09-09 14:00:00;50,54;Deficit;50,09;OK;0;;;;
2020-09-09 15:00:00;52,228;Deficit;51;OK;0;;;;
2020-09-09 16:00:00;56,696;Deficit;53,02;OK;0;;;;
2020-09-09 17:00:00;68,74;Deficit;54,07;OK;0;;;;
2020-09-09 18:00:00;33,61066667;Surplus;65;OK;0;;;;
2020-09-09 19:00:00;96,09066667;Deficit;64,37;OK;0;;;;
2020-09-09 20:00:00;93,16666667;Deficit;65;OK;0;;;;
2020-09-09 21:00:00;29,828;Surplus;52,82;OK;0;;;;
2020-09-09 22:00:00;27,17733333;Surplus;49,09;OK;0;;;;
2020-09-09 23:00:00;23,41866667;Surplus;34,47;OK;0;;;;
2020-09-10 00:00:00;21,33466667;Surplus;32,09;OK;0;;;;
2020-09-10 01:00:00;20,85333333;Surplus;31,2;OK;0;;;;
2020-09-10 02:00:00;19,696;Surplus;31,04;OK;0;;;;
2020-09-10 03:00:00;21,48533333;Surplus;30,72;OK;0;;;;
2020-09-10 04:00:00;21,90266667;Surplus;30,32;OK;0;;;;
2020-09-10 05:00:00;23,58533333;Surplus;34,12;OK;0;;;;
2020-09-10 06:00:00;33,46533333;Surplus;47,98;OK;0;;;;
2020-09-10 07:00:00;30,23733333;Surplus;52,78;OK;0;;;;
2020-09-10 08:00:00;30,02666667;Surplus;59,26;OK;0;;;;
2020-09-10 09:00:00;32,77866667;Surplus;52,74;OK;0;;;;
2020-09-10 10:00:00;31,27333333;Surplus;49,92;OK;0;;;;
2020-09-10 11:00:00;70,77866667;Deficit;50,2;OK;0;;;;
2020-09-10 12:00:00;70,272;Deficit;46,94;OK;0;;;;
2020-09-10 13:00:00;70,272;Deficit;45;OK;0;;;;
2020-09-10 14:00:00;70,4;Deficit;43,64;OK;0;;;;
2020-09-10 15:00:00;71,67866667;Deficit;45,39;OK;0;;;;
2020-09-10 16:00:00;72,37866667;Deficit;50,2;OK;0;;;;
2020-09-10 17:00:00;71,06266667;Deficit;55,74;OK;0;;;;
2020-09-10 18:00:00;39,152;Surplus;65,81;OK;0;;;;
2020-09-10 19:00:00;43,65333333;Surplus;77,69;OK;0;;;;
2020-09-10 20:00:00;91,35466667;Deficit;75,23;OK;0;;;;
2020-09-10 21:00:00;74,236;Deficit;57,43;OK;0;;;;
2020-09-10 22:00:00;68,99333333;Deficit;49,89;OK;0;;;;
2020-09-10 23:00:00;48,44533333;Deficit;43,98;OK;0;;;;
2020-09-11 00:00:00;45,1;Deficit;45,84;FALSE;1;;;;
2020-09-11 01:00:00;43,84933333;Deficit;40;OK;0;;;;
2020-09-11 02:00:00;43,62533333;Deficit;39,38;OK;0;;;;
2020-09-11 03:00:00;43,176;Deficit;36,79;OK;0;;;;
2020-09-11 04:00:00;42,61466667;Deficit;36,85;OK;0;;;;
2020-09-11 05:00:00;47,95466667;Deficit;41,12;OK;0;;;;
2020-09-11 06:00:00;67,43333333;Deficit;53,42;OK;0;;;;
2020-09-11 07:00:00;74,18;Deficit;62,57;OK;0;;;;
2020-09-11 08:00:00;83,28666667;Deficit;69,45;OK;0;;;;
2020-09-11 09:00:00;31,76666667;Surplus;62;OK;0;;;;
2020-09-11 10:00:00;30,06933333;Surplus;53,64;OK;0;;;;
2020-09-11 11:00:00;70,55466667;Deficit;58,91;OK;0;;;;
2020-09-11 12:00:00;65,972;Deficit;59,1;OK;0;;;;
2020-09-11 13:00:00;63,244;Deficit;56,24;OK;0;;;;
2020-09-11 14:00:00;61,33333333;Deficit;58;OK;0;;;;
2020-09-11 15:00:00;27,34;Surplus;54;OK;0;;;;
2020-09-11 16:00:00;70,55466667;Deficit;55,33;OK;0;;;;
2020-09-11 17:00:00;78,34;Deficit;53,8;OK;0;;;;
2020-09-11 18:00:00;39,64;Surplus;55,4;OK;0;;;;
2020-09-11 19:00:00;46,79466667;Surplus;64,21;OK;0;;;;
2020-09-11 20:00:00;45,31333333;Surplus;62,6;OK;0;;;;
2020-09-11 21:00:00;80,71466667;Deficit;52,05;OK;0;;;;
2020-09-11 22:00:00;70,11733333;Deficit;49,83;OK;0;;;;
2020-09-11 23:00:00;61,81066667;Deficit;45,35;OK;0;;;;
2020-09-12 00:00:00;27,628;Surplus;42,97;OK;0;;;;
2020-09-12 01:00:00;56,252;Deficit;38,39;OK;0;;;;
2020-09-12 02:00:00;23,73466667;Surplus;35,65;OK;0;;;;
2020-09-12 03:00:00;22,17333333;Surplus;34,3;OK;0;;;;
2020-09-12 04:00:00;22,20933333;Surplus;32,37;OK;0;;;;
2020-09-12 05:00:00;24,78266667;Surplus;33,05;OK;0;;;;
2020-09-12 06:00:00;75,12533333;Deficit;36,43;OK;0;;;;
2020-09-12 07:00:00;87,99333333;Deficit;39,46;OK;0;;;;
2020-09-12 08:00:00;97,66933333;Deficit;38,52;OK;0;;;;
2020-09-12 09:00:00;87,192;Deficit;37,23;OK;0;;;;
2020-09-12 10:00:00;75,436;Deficit;32,43;OK;0;;;;
2020-09-12 11:00:00;82,84666667;Deficit;32,1;OK;0;;;;
2020-09-12 12:00:00;83,11333333;Deficit;34,3;OK;0;;;;
2020-09-12 13:00:00;79,09066667;Deficit;37,72;OK;0;;;;
2020-09-12 14:00:00;81,56533333;Deficit;34,3;OK;0;;;;
2020-09-12 15:00:00;32,54666667;Surplus;34,3;OK;0;;;;
2020-09-12 16:00:00;77,812;Deficit;36,82;OK;0;;;;
2020-09-12 17:00:00;32,42533333;Surplus;38,93;OK;0;;;;
2020-09-12 18:00:00;33,38933333;Surplus;44,9;OK;0;;;;
2020-09-12 19:00:00;38,7;Surplus;49,02;OK;0;;;;
2020-09-12 20:00:00;37,72933333;Surplus;49,98;OK;0;;;;
2020-09-12 21:00:00;33,08533333;Surplus;47,06;OK;0;;;;
2020-09-12 22:00:00;33,052;Surplus;43;OK;0;;;;
2020-09-12 23:00:00;30,39466667;Surplus;38,31;OK;0;;;;
2020-09-13 00:00:00;25,89866667;Surplus;35,67;OK;0;;;;
2020-09-13 01:00:00;23,13733333;Surplus;33,44;OK;0;;;;
2020-09-13 02:00:00;21,48666667;Surplus;31,34;OK;0;;;;
